Full Name, Age, Phone number, Street Adress, Code, City, Pet
Thea Svendsen,42,+47 72 55 54 09,Oleveien 9,9095,Lo,Russian Blue
Kristine Bakken,18,+47 33 64 47 10,Damhavna 2,0406,Stav,Karelian Bear Dog
Sindre Lunde,49,07702280,Elisesvei 07,0042,Ut,Serengeti
Lucas Mathisen Sr.,27,25107180,Søndre Granhøgda 32,3780,Høy,Pont-Audemer Spaniel
Oskar Holm IV,45,52 42 36 97,Emmagata 64,9438,Nord,Kangal Shepherd Dog
Mathilde Kristoffersen,70,32808754,Nguyenveien 78,0832,Ut,Ratonero Murciano de Huerta
Mats Johannessen,47,43060538,Gamle Høyvika 95,0770,Mal,Bengal
Sindre Rasmussen,45,+47 05 97 48 21,Grans Vei 2,5539,Sand,Old English Sheepdog
Benjamin Martinsen,16,364 56 639,Elvekroken 1,1079,Vest,Serengeti
Sindre Torp,72,+47 47 57 10 15,Auroras Vei 5,5634,Høy,Sinhala Hound
Vilde Kleven,47,68 28 74 58,Kirkealléen 6,3174,Mal,Slovenský Cuvac
Hanna Eriksen Sr.,20,66967456,Thomassgate 50,9795,Vest,Persian
Helene Aasen,47,14 47 44 83,Øvre Brugjerdet 2,0308,Stav,Kuvasz
Prof. Camilla Solberg IV,28,306 18 370,Gamle Torgmyra 67,7787,Nord,Glen of Imaal Terrier
Marie Berg,85,229 90 857,Johnsens Vei 3,6300,Sme,German Longhaired Pointer
Mathilde Strand,78,+47 16 86 92 03,Malins Vei 9,0664,Tand,Lithuanian Hound
Synne Ryan,63,+47 78 69 89 95,Gamle Prestegropa 8,0010,Gjes,Vizsla
Sofie Vedvik,64,792 31 858,Øvre Kuekra 7,7036,Lille,Can de Chira
Emilie Pettersen,62,+47 34 85 63 32,Fossums Gate 1,2030,Sand,Birman
Emil Moe,50,+47 36 98 74 91,Røedveien 7,2820,Fet,Patagonian Sheepdog
Elise Olsen,16,47 82 40 83,Hestemyrmyra 9,8138,Fet,Large Münsterländer
Sondre Jakobsen,33,+47 49 23 29 79,Bakkens Vei 61,8052,Lille,Flat-Coated Retriever
Kristoffer Olstad,28,+47 33 28 88 91,Vestre Kumarka 7,9219,Gjes,Birman
Tuva Aas,17,75 22 06 59,Tangensgate 2,9004,Lo,Plott Hound
Henrik Røed,56,39 87 59 28,Sollisvei 2,0164,Fager,Japanese Bobtail
Sondre Olsen,39,+47 66 69 38 84,Veggesvei 1,0252,Vest,Cão de Castro Laboreiro
Martine Aalerud,69,17 12 24 49,Søndre Rogneholtet 3,0207,Nord,Kaikadi
Alexander Berg,42,400 68 385,Isaksgate 4,9561,Ut,Somali
Celine Torp,70,+47 75 89 35 89,Fridasgate 45,0155,Høy,Leonberger
Johannes Vedvik,35,+47 68 25 54 12,Lillestubben 44,2856,Ut,Manchester Terrier
Jonas Lunde,35,+47 70 49 32 16,Øvre Fiolmoen 6,8113,Mal,Schillerstövare
Julie Eide,84,240 51 729,Minasgate 22,3678,Lo,Griffon Fauve de Bretagne
Hedda Pedersen,63,97 81 24 37,Øvre Torggropa 41,0057,Vest,Terrier Brasileiro
Madeleine Wold,55,49605592,Granittgrenda 5,5949,Lille,Swedish Elkhound
Mathilde Kristiansen,77,04 20 00 95,Liesvei 66,0715,Høy,Snowshoe
Aksel Holm,31,03 45 58 05,Geiteryggåsen 8,5362,Stor,English Setter
Oda Jensen,47,218 81 267,Konvallkollen 84,5780,Mal,Romanian Mioritic Shepherd Dog
Elise Thoresen,19,62995763,Elveflata 18,6560,Mal,Vikhan
Prof. Erik Haukelidsæter,41,372 82 204,Korsekra 90,8098,Fet,Rhodesian Ridgeback
Tiril Olstad,86,+47 90 61 06 89,Sollis Vei 3,3344,Lo,Birman
Hanna Solli,80,492 47 594,Østre Damskogen 4,0352,Stav,Singapura
Mia Huseby Sr.,83,+47 25 89 20 35,Gloslis Gate 1,0336,Lo,Mountain Feist
Kristoffer Fjeld,46,58 81 69 89,Eliass Gate 3,1034,Lo,Gordon Setter
Marie Bakken,73,+47 34 77 28 77,Nedre Kuskrenten 6,0290,Gjes,Exotic Shorthair
Jenny Nguyen,43,33034131,Granittengen 2,4202,Nord,LaPerm
Jonas Mathisen,87,412 46 632,Victoriagata 4,5562,Sme,Australian Kelpie
Leah Kristiansen,44,37 34 63 56,Mathisengata 58,0152,Tand,Somali
Aurora Holm,74,+47 51 65 24 72,Klevensgate 0,4422,Fager,Exotic Shorthair
Ida Kristoffersen,42,77222136,Dammoen 8,2295,Stor,Manx
Elise Karlsen,76,254 85 919,Mariasgate 6,8688,Nær,Chausie
Noah Arnesen III,44,08852246,0772,Sand,Kurilian Bobtail
Håkon Eriksen,80,55 43 03 13,Gamle Hestemyrvollen 7,1739,Høy,Egyptian Mau
Victoria Hagen,47,+47 25 00 13 00,Solgropa 97,3126,Tand,Thai
Dr. Andreas Stensrud,53,367 84 622,Noahsvei 96,9608,Fager,Lithuanian Hound
Camilla Haukelidsæter II,55,+47 64 16 95 07,Vestre Torgstranda 7,2875,Tand,Russo-European Laika
Karoline Østby,88,+47 06 44 82 50,Elisegata 7,2445,Lille,Donskoy
Kristoffer Vedvik,30,495 46 582,Finstads Gate 2,1426,Lille,Irish Wolfhound
Dr. Vilde Nguyen,78,47506290,Arnesensgate 96,0720,Høy,Kurilian Bobtail
Silje Nordby,62,932 06 671,Nedre Furuhavna 77,0583,Fager,undefined
Lars Jørgensen,52,031 51 640,Bakkegata 05,3772,Mal,Cornish Rex
Jonas Fredriksen,39,990 45 359,Haukelidsæterveien 79,3498,Vest,Kooikerhondje
Sofie Strand,82,19155193,Adriansvei 0,0115,Stor,Maine Coon
Marte Gundersen,59,182 09 829,Høyringen 4,4035,Sme,Egyptian Mau
Celine Østli,34,+47 76 98 48 70,Andersens Gate 8,0240,Ut,Maine Coon
Jenny Moen,28,82646002,Siljegata 95,3246,Høy,Siamese
Sander Østli,15,+47 43 21 05 86,Gamle Damlia 3,1593,Tand,American Shorthair
Tobias Andersen,26,+47 12 11 56 10,Furualléen 77,5795,Vest,Estonian Hound
Jenny Henriksen,56,+47 42 26 79 45,Torps Vei 95,1574,Høy,Thai
Maren Huseby,25,85 20 64 22,Eriks Vei 46,0072,Høy,Bouvier des Ardennes
Emil Torp,45,803 46 593,Evensvei 09,6263,Vest,Serengeti
Jonas Torp III,53,+47 65 23 69 32,Øvre Granitttunet 5,9302,Sand,Snowshoe
Karoline Nilsen,46,152 26 008,Jakobsenveien 1,0700,Vest,Terrier Brasileiro
Prof. Magnus Bjørnstad,43,085 16 062,Torgåsen 23,0467,Høy,Singapura
Prof. Tuva Rasmussen,16,535 98 231,Granittgropa 83,1402,Vest,Norwegian Lundehund
Anders Torp,90,922 42 979,Sørensens Gate 77,6387,Sme,Exotic Shorthair
Tobias Sørensen,60,+47 76 43 36 66,Minasgate 73,5823,Sand,Havana
Herman Torgersen,47,71076166,Martins Vei 53,9336,Sme,Standard Schnauzer
Prof. Oda Hansen,76,18 70 20 48,Akselsvei 30,0913,Lille,Spanish Water Dog
William Aasen,45,11323665,Øvre Graneggen 3,2602,Tand,Norwich Terrier
Sofie Bjerke,17,63 79 49 98,Moengata 1,4482,Stor,Cursinu
Ida Johansen,93,+47 21 85 72 04,Hestemyrplassen 22,5750,Høy,American Wirehair
Anders Røed,42,19 03 15 30,Torgsvingen 89,6881,Nær,Cardigan Welsh Corgi
Karoline Ryan,17,18 13 11 92,Olstadveien 07,0091,Nord,Savannah
Magnus Solheim,21,+47 78 02 28 98,Eriksensgate 26,7145,Ut,New Guinea Singing Dog
Ole Krogh,87,140 48 386,Sørensensgate 1,0932,Sand,Cursinu
Dr. Erik Pedersen,56,+47 23 04 15 12,Kirkevollen 0,1107,Lo,Picardy Spaniel
Nora Nygård V,55,687 92 339,Nedre Konvallroa 3,9044,Sme,Xoloitzcuintli
Emilie Holm,58,+47 09 16 58 52,Hannasvei 7,0393,Tand,Cão Fila de São Miguel
Synne Martinsen,22,80 62 46 46,Fossumsgate 2,1268,Nord,Australian Kelpie
Amalie Andreassen,68,25885309,Furutoppen 61,9768,Sme,Ibizan Hound
Ida Smogeli,20,942 20 173,Klokkerstubben 1,9652,Tand,Minskin
Elise Østli,32,+47 76 98 83 21,Vestre Blåveisskogen 9,0914,Ut,Colombian fino hound
Martine Andresen,19,null,Kirketunet 5,8740,Nær,Ragdoll
Aurora Kristoffersen,17,39 89 80 67,Øvre Fiolholtet 23,6241,Stav,American Shorthair
Martine Østby,89,99 31 61 90,Heggestubben 9,3597,Nord,East Siberian Laika
Ole Evensen,88,+47 26 51 57 20,Berggata 23,8371,Lo,Catalan Sheepdog
Silje Lie,27,21 98 28 62,Hannaveien 18,8679,Tand,Snowshoe
Sondre Vegge III,85,+47 60 19 92 17,Nedre Lillesvingen 2,1488,Sme,Singapura
Malin Moen,94,+47 16 21 22 02,Hermanveien 15,0195,Vest,Ratonero Mallorquin
Nikolai Thoresen,26,11044361,Gundersengata 40,8778,Nær,Austrian Pinscher
Martin Wold V,92,608 13 152,Øvre Tingsvingen 46,2142,Fet,Birman
Adrian Torgersen,90,649 40 576,Sebastians Vei 80,0422,Vest,American Bobtail
Prof. Aksel Myhrer,54,+47 32 88 99 36,Elvekroken 34,0565,Mal,Burmese
Hedda Bakke,78,89 82 88 90,Odas Gate 63,8866,Lille,Styrian Coarse-haired Hound
Andreas Nilsen V,63,75175027,Furumyra 9,7792,Ut,Burmese
Hedda Mathisen,42,83447104,Søndre Dameggen 4,9192,Nær,Polish Hound
Emil Vegge II,22,12 98 99 48,Rognemyra 6,2384,Inn,Manx
Mina Vegge,60,09312852,Bjørkemarka 5,2645,Nær,Minskin
Herman Thoresen,49,34 46 67 30,Joakims Vei 4,0281,Stor,Bully Kutta
Anders Strand,56,362 70 072,Korshavna 87,7228,Stav,Pixiebob
Lars Edvardsen IV,42,316 28 357,Tirilgata 2,9215,Mal,Russian Blue
Lars Aasen,16,+47 15 57 05 42,Eides Gate 8,8393,Stav,Lithuanian Hound
Mari Torp,41,981 72 502,Fossestranda 5,0591,Lo,Cirneco dell'Etna
Dr. Sindre Thoresen III,86,587 91 648,Emmasgate 11,6762,Inn,Hierran Wolfdog
Oskar Thoresen,40,+47 70 50 07 45,Gamle Heggeløkka 0,6235,Fet,American Curl
Linnea Kvarme,51,387 17 105,Nguyengata 95,8697,Stor,Burmese
Oliver Svendsen,90,43061736,Søndre Granittstubben 7,3716,Sand,British Shorthair
Emilie Holm,39,58 53 31 34,Øvre Høygjerdet 7,3807,Inn,Segugio Maremmano
Martine Martinsen,16,011 67 994,Malmmarka 7,0979,Fet,Slovenský Cuvac
Mari Nguyen,48,780 80 238,Prestehaugen 0,0027,Ut,LaPerm
Jørgen Bjerke,17,47812362,Øvre Litjmyra 4,0194,Nær,Pixiebob
Kaja Johansen,17,41 61 80 68,Thoresensvei 29,9962,Lo,Siberian
Silje Aas,34,+47 72 15 51 51,Søndre Torghagen 74,0955,Lo,Himalayan
Prof. Anna Johannessen,51,524 96 641,Høytjernet 8,8351,Nær,American Bobtail
Sunniva Hagen,22,20951316,Nielsens Vei 25,0563,Fager,Rajapalayam
Sander Andersen,85,03632017,Kuberget 1,0296,Inn,Siamese
Joakim Svendsen,53,187 63 155,Solbergs Gate 26,1111,Mal,Skye Terrier
Alexander Jørgensen,91,558 17 381,Vestre Heggehaugen 2,6253,Nord,Ragdoll
Prof. Anders Vegge,60,+47 71 11 72 05,Nedre Tingvollen 7,7000,Stor,Korat
Sofie Haugen,93,24 67 69 37,Nedre Kirkeløkka 90,0155,Høy,Mountain Feist
Kristoffer Fjeld,54,076 86 037,Emilsvei 8,4436,Sme,Siamese
Marius Røed,26,00991025,Gamle Bekkevika 9,1993,Inn,Golden Retriever
Victoria Glosli,37,32475866,Sjøroa 3,2018,Stav,Bombay
Jenny Tangen,32,11 58 12 72,Østre Solduggalléen 69,6080,Fet,Nebelung
Kasper Edvardsen,61,268 72 702,Marengata 4,7849,Nær,Tonkinese
Markus Smedsrud,23,+47 02 11 11 75,Sørensensvei 8,2279,Nær,Russian Toy
Eirik Nordskaug,68,98 36 50 30,Fosseengen 17,5524,Fet,Savannah
Sebastian Glosli,34,45 93 55 51,Mathisengata 8,0763,Stor,Toyger
Sebastian Finstad Jr.,84,713 99 468,Fjeldsvei 2,7464,Sand,Alaskan Malamute
Maria Borge,24,46179758,Tirils Vei 9,9167,Inn,Oriental
Andreas Larsen,49,436 18 189,Edvardsengata 3,0310,Lo,Burgos Pointer
Marius Nygård,52,+47 70 78 30 71,Marens Vei 43,7009,Vest,Chausie
Kristine Løken Jr.,52,598 90 702,Søndre Heggehavna 52,0957,Inn,Treeing Tennessee Brindle
30,83578923,Geiteryggtjernet 43,9203,Stav,Savannah
Anna Johansen,83,+47 94 84 21 17,Karolinesvei 13,0988,Fager,Basset Artésien Normand
Sander Sæther,60,+47 54 88 69 96,Torgplassen 9,2587,Fet,Norwegian Forest Cat
Dr. Maria Smogeli,67,08471731,Øvre Blåveisberget 52,8003,Ut,Siberian
Kaja Lunde,86,009 81 272,Prestestien 72,0521,Tand,Volpino Italiano
Hanna Henriksen,70,+47 63 16 13 41,Evensenveien 74,0666,Vest,Russian Blue
Erik Finstad,93,674 42 717,Sandras Gate 05,9035,Ut,Cesky Fousek
Mikkel Nguyen,58,43518729,Øvre Rognejordet 8,9998,Nord,Banjara Hound
Maja Smogeli,29,51 91 74 10,Bruvollen 6,0320,Sme,Japanese Bobtail
Joakim Jensen,25,+47 93 03 18 42,Høymyra 6,8241,Nord,Rhodesian Ridgeback
Marte Vedvik,33,91 83 36 49,Eiriksgate 9,4548,Fager,Turkish Van
Marte Østli,70,142 92 774,Fredriksensvei 1,0873,Inn,Petit Basset Griffon Vendéen
Celine Finstad,80,66 87 04 35,Jakobsgate 37,2070,Nord,undefined
Emma Kristoffersen,54,89283186,Ruudsvei 74,0535,Mal,Serbian Tricolour Hound
Jonas Nilsen,71,92393112,Pedersenveien 2,9188,Stav,Can de Chira
Fredrik Ødegård,60,33 67 64 50,Konvalljordet 71,8783,Høy,Kanni
Magnus Moe,23,+47 30 62 68 58,Soldugghagen 52,0811,Nær,Alaskan Klee Kai
Maria Strand,52,73 90 75 34,Mariagata 1,4363,Vest,Pembroke Welsh Corgi
Maja Andresen,41,+47 93 22 55 40,Jakobveien 3,1362,Fet,Staffordshire Bull Terrier
Johannes Glosli,75,+47 08 02 62 81,Lilleplassen 2,0240,Høy,Sphynx
Sindre Pedersen III,19,762 96 420,Østre Høyvollen 3,7714,Fet,Harrier
Oliver Johannessen,26,16 92 60 20,Østre Korsgrenda 11,5105,Nord,Norwegian Elkhound
Dr. Thomas Myhrer II,37,65 02 45 05,Kristensens Gate 08,0865,Fager,Flat-Coated Retriever
William Gundersen,41,47 97 09 99,Karolinesvei 24,9222,Vest,Japanese Chin
Nora Fossum,76,12998777,Sunnivaveien 61,0524,Høy,Exotic Shorthair
Jakob Andreassen,58,66 56 99 30,Østlisvei 03,0749,Stav,Siamese
Dr. Nikolai Krogh,38,25 57 18 57,Solduggskrenten 9,0398,Gjes,Estonian Hound
Anna Fredriksen Jr.,36,+47 52 79 94 60,Nielsens Vei 20,0879,Nær,Neapolitan Mastiff
Dr. Oliver Røed,93,+47 64 39 43 35,Emilieveien 7,9109,Tand,Basset Artésien Normand
Martine Nilsen,64,266 41 261,4579,Sme,Turkish Angora
Maria Bakken,74,+47 07 93 74 52,Fridaveien 44,2294,Stav,Spanish Water Dog
Joakim Johannessen,31,436 08 651,Gamle Høyrøa 5,0322,Sand,Artois Hound
Sander Ryan,78,+47 39 15 87 79,Tinggjerdet 8,3020,Sand,Basque Shepherd Dog
Sara Aalerud,27,75 99 45 59,Hestemyrfaret 6,7849,Fager,Ocicat
Sander Nordby IV,36,95 73 21 79,Pedersens Vei 5,2791,Stav,Plott Hound
Hanna Holm,70,79787089,Solkroken 0,7408,Lille,Turkish Van
Jonas Ruud,54,d7s1fua47,Benjamins Vei 13,0970,Inn,Maine Coon
Victoria Jensen,78,088 04 079,Nordbyveien 1,7802,Nær,Ojos Azules
Anna Andresen II,59,+47 55 94 10 12,Solduggberget 1,7546,Ut,Ojos Azules
Theodor Skuterud,62,57 07 13 17,Ruudgata 30,0653,Fager,LaPerm
Sara Henriksen,81,43960048,Vestre Eikelia 7,3858,Tand,Yakutian Laika
Prof. Celine Østli Jr.,75,022 16 797,Kristoffersenveien 88,5252,Mal,Alaskan Klee Kai
Eline Sørensen,39,90 29 00 75,Ingridveien 3,5249,Inn,Alpine Dachsbracke
Sandra Eriksen,15,61466355,Nedre Torgtjernet 07,0735,Tand,Cornish Rex
Dr. William Skuterud,25,612 78 994,Søndre Tingsvingen 6,0472,Gjes,Siamese
Helene Kleven,63,93 22 93 99,Gamle Hestemyrjordet 42,0682,Tand,Estonian Hound
Jonathan Nielsen,48,64 95 61 33,Olivers Gate 4,0479,Gjes,Boxer
Mikkel Smogeli V,85,37 68 07 75,Andreasgata 0,0865,Ut,American Shorthair
Kristian Edvardsen,24,09 26 50 20,Emiliesgate 93,0853,Fager,Cão da Serra de Aires
Kasper Solberg,40,32863189,Sofieveien 1,0895,Stor,Egyptian Mau
Benjamin Henriksen,92,89 66 84 57,Kustien 01,8488,Lille,Alopekis
Marie Vedvik,56,06107700,Sjøalléen 28,8843,Tand,Ragdoll
Aurora Eriksen,71,069 55 095,Ødegårds Vei 50,4776,Høy,Grand Basset Griffon Vendéen
Sandra Nguyen Sr.,49,32494729,Emmaveien 0,0484,Gjes,Welsh Sheepdog
Lars Fjeld,59,34156449,Bergtoppen 9,8413,Tand,Ojos Azules
Aurora Jensen,18,909 94 418,Solbergs Gate 0,5862,Lille,Basque Shepherd Dog
Jørgen Kristensen,58,87987222,Andersveien 06,1192,Nord,American Curl
Oskar Sørensen,87,486 66 285,Søndre Blåveisvollen 5,9870,Sme,Russian Blue
Sunniva Tangen,71,897 63 819,Søndre Geiteryggskrenten 3,5659,Nord,British Shorthair
Natalie Røed V,53,+47 52 68 95 07,Bakkesvei 0,5587,Stav,Cornish Rex
Johannes Sørensen,21,81138212,Karlsens Vei 9,0406,Høy,Vikhan
Filip Bakken,89,89347404,Dahlgata 9,0720,Sand,Pembroke Welsh Corgi
Andrea Nilsen,44,14 24 73 39,Geiteryggstien 2,3691,Nord,Border Terrier
Helene Lunde,35,47 09 09 32,Elises Gate 16,8854,Mal,Bouvier des Flandres
Marie Finstad,20,442 37 039,Østre Litjrøa 53,0216,Nær,Porcelaine
Emilie Berntsen Sr.,76,+47 69 51 73 20,Gundersengata 62,2834,Lo,Spinone Italiano
Malin Glosli,65,50846003,Kirkehagen 88,1901,Sand,Transylvanian Hound
Karoline Johnsen,78,66979773,Gamle Korsengen 9,0669,Vest,Scottish Fold
Maren Bjerke,21,585 86 054,Vestre Blåveislunden 9,7844,Vest,Bearded Collie
Madeleine Mathisen,30,978 79 672,Synnesvei 53,0371,Stav,Fila Brasileiro
Ingrid Lie,65,+47 33 11 90 20,Sebastians Gate 7,0894,Lille,Korat
Mats Edvardsen,41,+47 47 70 21 57,Pettersensvei 4,5805,Vest,Magyar agár
Tiril Nygård,56,663 09 066,Eliasveien 8,9712,Mal,Korat
Hedda Martinsen,71,+47 92 44 26 68,Hagensvei 9,0671,Høy,Sardinian Shepherd Dog
Fredrik Skoglund,56,+47 76 65 79 89,Eriks Gate 4,0025,Gjes,Stabyhoun
Even Mathisen,54,+47 64 90 41 01,Kroghveien 9,0856,Lille,Sphynx
Frida Christiansen,16,170 64 540,Gamle Blåveishaugen 05,8847,Inn,Lancashire Heeler
Markus Dahl,62,+47 14 54 63 93,Nordskaugs Vei 28,7321,Nær,American Shorthair
Ingrid Johannessen,49,47 27 97 00,Øvre Korsalléen 6,0177,Nord,Singapura
Emilie Halvorsen V,15,84 20 80 81,Søndre Klokkerplassen 2,1127,Vest,American Shorthair
Victoria Andersen IV,81,300 86 394,Bergmarka 48,6859,Nord,Norwegian Forest Cat
Celine Johannessen Sr.,27,48479329,Kuplassen 90,0862,Mal,Treeing Feist
Oliver Bakken IV,68,+47 14 54 41 67,Smogelis Vei 9,0265,Vest,Austrian Black and Tan Hound
Prof. Ingrid Johannessen,42,50 41 81 80,Østre Tinggjerdet 31,0924,Stav,Australian Shepherd
Prof. Daniel Andresen,56,266 88 179,Nilsens Gate 3,0892,Tand,Rafeiro do Alentejo
Thomas Nielsen,83,75 87 45 24,Gamle Fosselunden 4,9461,Fet,Manx
Anders Myhrer,47,25447124,Bergvika 0,6400,Høy,Manx
Madeleine Vedvik,42,+47 36 85 43 00,Gamle Rognetunet 64,2931,Nord,Selkirk Rex
Sindre Mathisen,61,+47 67 46 23 31,Nedre Kirkegropa 1,2596,Gjes,Pražský Krysařík
Lucas Glosli,26,16257101,Kristoffers Vei 1,4473,Nord,Turkish Angora
Madeleine Hopland,47,35 83 50 48,Eriks Vei 98,0624,Lo,Banjara Hound
Kristian Kristensen,86,170 49 840,Søndre Heggestubben 46,4704,Lo,Gull Terrier
Henrik Nielsen,50,397 95 033,Tirils Vei 59,4764,Lille,Ocicat
Kasper Svendsen,62,32375691,Theodorsvei 36,0374,Tand,American Curl
Karoline Berge Jr.,67,74781722,Elises Gate 7,0062,Lille,Old English Terrier
Emil Holm,72,94408210,Eikeekra 4,0319,Lo,Cornish Rex
Amalie Kristensen,32,37 99 91 77,Eikeengen 2,8754,Sme,Greek Shepherd
Adrian Finstad,49,15 13 23 07,Gamle Heggehagen 0,0249,Fager,Serengeti
Kristian Ruud,71,+47 88 99 43 16,Damspranget 1,4584,Lo,Chausie
Sander Bakken,72,+47 73 41 78 43,Østre Presteholtet 1,0151,Stav,Porcelaine
Marie Røed,74,09967928,Søndre Litjalléen 06,0822,Nord,Kromfohrländer
Anders Lunde,46,+47 14 66 81 76,Solstien 61,0670,Inn,Manx
Thomas Bakken,55,05016484,Vestre Granlyngen 59,0451,Lo,Tonkinese
Martine Ryan,73,521 43 354,Smogeliveien 8,2014,Mal,Savannah
Aurora Krogh,86,+47 96 52 50 14,Lundegata 92,0361,Nær,Balinese
Maja Kvarme,55,+47 30 32 61 93,Odas Gate 89,1447,Mal,Egyptian Mau
Andrea Eriksen,49,163 04 431,Gamle Solhagen 18,5149,Høy,Greenland Dog
Synne Myhrer,15,62 08 17 00,Vestre Lillebråten 6,7414,Nord,Manx
Amalie Jørgensen,94,08 88 31 21,Nordskaugsvei 0,0636,Nord,Lithuanian Hound
Sondre Gundersen,72,+47 64 39 26 68,Torgersengata 1,2282,Fet,Maine Coon
Tobias Hansen,54,977 61 387,Vestre Prestehaugen 4,8707,Stav,Karakachan dog
21,989 89 299,Gamle Sjøholtet 6,6264,Tand,Segugio Maremmano
Alexander Myhrer,79,65 56 53 59,Gamle Bekkekollen 0,6621,Gjes,Serengeti
Dr. Eirik Finstad,73,+47 52 51 79 29,Rognevika 3,0693,Sand,Scottish Fold
Kristoffer Pettersen,58,38266858,Fredriksensgate 7,0557,Nær,Pyrenean Mastiff
Anna Røed,52,008 87 408,Larsensvei 9,0016,Sme,Maine Coon
Dr. Anna Sørensen II,75,24413906,8352,Fager,Billy
Dr. Joakim Svendsen,26,965 97 889,Søndre Korshaugen 23,9670,Vest,Somali
Even Løken,32,+47 73 06 43 14,Søndre Kulia 0,7667,Lille,Brussels Griffon
Ida Andreassen,60,17 10 18 57,9382,Lo,Estrela Mountain Dog
Prof. Håkon Kristiansen,67,910 65 437,Granitttunet 58,0949,Sand,Canaan Dog
Elias Aalerud,92,04516009,Eriksenveien 91,1095,Sme,Chilean Terrier
Dr. Maja Kristoffersen,31,+47 07 57 36 04,Rognetunet 6,5171,Ut,Siberian
Camilla Karlsen,28,80159755,Vestre Furuhaugen 3,3159,Fet,Irish Terrier
Sindre Hopland,42,+47 84 84 62 92,Malins Gate 4,3367,Vest,Pachon Navarro
Anders Kvarme,21,32589088,Nedre Malmåsen 33,0974,Stor,Rajapalayam
Sander Eide,80,+47 66 42 60 87,Ødegårdsgate 47,0452,Lille,Bedlington Terrier
Prof. Leah Nilsen II,88,07 13 32 39,Jørgensvei 07,0599,Lo,Coton de Tulear
Mikkel Solberg,61,+47 95 63 64 48,Heggerøa 36,9522,Stav,Indian Spitz
Kaja Nilsen,79,+47 13 38 37 17,Bekkestykket 21,7329,Nær,Turkish Van
Prof. Sindre Østby,29,624 69 442,Presteroa 02,8169,Nær,American Bobtail
Elias Nguyen,87,52259889,Prestegropa 82,0661,Ut,American Wirehair
Emilie Fredriksen II,60,704 19 464,Ruudsvei 94,8502,Fager,Scottish Deerhound
Tobias Vegge,18,81 61 50 91,Jacobsensgate 85,0132,Sand,Indian pariah dog
Andrea Strand,83,+47 31 54 58 58,Aalerudgata 60,0055,Høy,Tyrolean Hound
Aksel Kvarme,81,40374051,Henriksens Vei 63,0466,Nær,Maine Coon
Elise Andreassen,52,646 59 114,Nedre Presteringen 8,8415,Gjes,Singapura
Theodor Eide,69,345 86 289,Andersveien 2,0618,Nær,Ojos Azules
Simen Mathisen,92,217 28 707,Sørensens Gate 5,5373,Lo,Savannah
Filip Bjørnstad,73,+47 78 64 31 45,Smogelisgate 2,8445,Høy,Minskin
Maria Fredriksen,43,+47 23 65 53 40,Bjørketjernet 87,0306,Høy,English Mastiff
Mathilde Borge Sr.,47,072 25 473,Granhagen 2,7452,Stav,Trigg Hound
Dr. Sebastian Andresen,40,+47 99 92 82 33,Søndre Lillemoen 4,0637,Inn,Siamese
Silje Kleven,70,851 78 079,Geiterygglunden 81,1047,Stor,Himalayan
Nora Moen,69,40 05 16 24,Tuvas Vei 11,0032,Stor,Cardigan Welsh Corgi
Magnus Skoglund,39,86 24 42 41,Granitthaugen 08,0485,Høy,British Shorthair
Daniel Sørensen,43,61699610,Kuplassen 6,3492,Mal,Singapura
Marie Bakke V,38,+47 54 52 07 03,Høymarka 72,4793,Lo,American Shorthair
Sondre Lie,23,94 95 26 41,Østre Blåveishøgda 5,7882,Stor,Norwegian Forest Cat
Isak Andersen IV,86,00 83 26 55,Holmsvei 3,0399,Nord,Otterhound
Maja Wold,53,96706838,Aasensvei 6,4216,Høy,Peterbald
Amalie Dahl,55,21 94 41 79,Martesgate 0,9866,Vest,Chinese Chongqing Dog
Mia Huseby II,59,96566399,Woldveien 94,3776,Inn,Donskoy
Kasper Jacobsen,35,+47 98 04 53 74,Andreassenveien 0,0505,Sand,Peterbald
Julie Hagen,30,342 86 771,Elvevika 2,0065,Ut,Burmese
Dr. Joakim Jakobsen,70,39 73 39 63,Nedre Fiolhøgda 5,9345,Fet,Maremmano-Abruzzese Sheepdog
Kristian Lie,66,01461792,Idaveien 30,7836,Fager,Treeing Tennessee Brindle
Oskar Nilsen,45,+47 71 31 35 03,Gamle Sjørøa 3,0300,Fager,Cane Corso
88,+47 33 06 48 12,Mathiass Vei 5,0777,Vest,Siamese
Amalie Hansen,50,34528340,Bergrøa 4,8932,Gjes,German Shepherd Dog
Even Sæther,69,08898842,Miaveien 9,0750,Stav,Gull Dong
Leah Østby,87,+47 65 58 56 12,Vestre Malmgropa 03,4045,Tand,Manx
Alexander Gundersen,47,387 04 061,Evensensvei 1,6180,Inn,Sarabi dog
Hedda Kleven,44,+47 75 54 07 56,Adriansvei 36,0079,Fet,Somali
Madeleine Berntsen,40,43 89 62 60,Aassgate 03,3828,Lille,Exotic Shorthair
Andrea Jensen,23,72 96 56 30,Geiteryggspranget 04,9718,Sand,Borzoi
Emma Lunde,41,+47 10 83 43 54,Smedsrudveien 8,4206,Ut,Yakutian Laika
Mina Bakke,83,32526483,Rognestubben 9,8612,Fet,Bulldog
Andrea Gran,75,92 12 65 63,Jørgens Gate 1,0495,Nær,undefined
Mathilde Martinsen,32,846 08 991,Vestre Granitteggen 27,2597,Lo,American Curl
